id	htid	person_id	author1_normalized	author1	author2	author3	author4	title	imprint	date	place	isbn	oclc	lccn
6267	uc1.32106017112381	3696	Daitch, Susan	Daitch, Susan	null	null	null	L.C. / by Susan Daitch	Harcourt Brace Jovanovich, c1987	1987	cau	['9780151492800', '0151492808']	['15315832']	['87000372']
6268	uc1.32106018884442	538	Notley, Alice	Notley, Alice 1945-	null	null	null	Alma, or, The dead women / Alice Notley	Granary Books : Distributed to the trade by D.A.P./Distributed Art Publishers, 2006	2006	nyu	['9781887123723', '1887123725']	['70839705']	['2006024546']
6269	uc1.32106019143806	2397	Dumanis, Michael	Dumanis, Michael 1976-	null	null	null	My Soviet Union / Michael Dumanis	University of Massachusetts Press, c2007	2007	mau	['1558495851 (pbk. : alk. paper)', '9781558495852 (pbk. : alk. paper)']	['81150537']	['2007003920']
6270	uc1.32106018943875	3096	Swensen, Cole	Swensen, Cole 1955-	null	null	null	The glass age / Cole Swensen	Alice James Books, c2007	2007	meu	['1882295609', '9781882295609']	['76167574']	['2006037929']
6271	uc1.32106018686250	175	Wright, Charles	Wright, Charles 1935-	null	null	null	Snake eyes / Charles Wright	Stride ; Farrar, Straus & Giroux, 2004	2004	enk	['1900152924']	['56115154']	['2005360921']
6272	uc1.32106018536224	2412	Manguso, Sarah	Manguso, Sarah 1974-	null	null	null	Siste Viator : poems / by Sarah Manguso	Four Way Books, c2006	2006	nyu	['9781884800696']	['67736786']	['2004113816']
6273	uc1.32106018065802	1199	Cunningham, Michael	Cunningham, Michael 1952-	null	null	null	Specimen days / Michael Cunningham	Fourth Estate, 2005	2005	enk	['000719384X (pbk.)', '0007156057 (hbk.)']	['59352411']	[]
6274	uc1.32106018333713	3391	Sward, Robert	Sward, Robert 1933-	null	null	null	The collected poems, 1957-2004 / Robert Sward	Black Moss Press, 2004	2004	onc	['0887533922 :']	['54906632']	[]
6275	uc1.32106017282655	4090	Morris, Paula	Morris, Paula	null	null	null	Queen of beauty / Paula Morris	Penguin, 2002	2002	enk	['0143018418']	['51272433']	['2004381690']
6276	uc1.32106016545599	3855	Dubus, Andre	Dubus, Andre 1936-1999	null	null	null	In the bedroom : seven stories / Andre Dubus ; preface by Todd Field.	Vintage Books, c2002.	2002	nyu	['1400030773']	['48993694']	['2002284963']
6277	uc1.32106011283444	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	El arma en el hombre / Horacio Castellanos Moya	Tusquets Editores, 2001	2001	sp	['8483101866 (pbk.)']	['48568977']	['2002496259']
6278	uc1.32106011376438	86	Irving, John	Irving, John 1942-	null	null	null	The water-method man / John Irving	Ballantine Books, 1997, c1972	1972	nyu	['034541800X']	['38276708']	['97093202']
6279	uc1.32106015249987	4340	Armens, Sven M.	Armens, Sven 1921-	null	null	null	Village : early and late poems / by Sven Armens	Maecenas Press, 2000	2000	iau	['0944266274']	['47080050']	['2002275627']
6280	uc1.32106018627809	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	Marie Laveau / by Francine Prose	Berkley Pub. Corp. : distributed by Putnam, c1977	1977	nyu	['039911873X :']	['2388429']	['76028693']
6281	uc1.32106015377929	3086	Justice, Donald Rodney	Justice, Donald Rodney, 1925-2004	null	null	null	Orpheus hesitated beside the Black River : poems 1952-1997 / Donald Justice	Anvil Press Poetry, 1998	1998	enk	['0856462977']	['40457114']	['99216198']
6282	uc1.32106014903253	1450	Jen, Gish	Jen, Gish	null	null	null	Who's Irish? and other stories / by Gish Jen	A.A. Knopf, 1999	1999	nyu	['0375406212 (alk. paper)']	['79168848']	['98042801']
6283	uc1.32106014482910	3113	Smith, Rod	Smith, Rod 1962-	null	null	null	In memory of my theories / Rod Smith	O Books, c1996	1996	cau	['1882022297']	['34688045']	['97073260']
6284	uc1.32106014340514	538	Notley, Alice	Notley, Alice 1945-	Notley, Alice 1945-	null	null	Close to me & closer-- : (the language of heaven) ; and, DeÌsameÌ€re : two books / by Alice Notley	O Books, c1995	1995	cau	['1882022262']	['32876409']	['94080136']
6285	uc1.32106013050890	3391	Sward, Robert	Sward, Robert 1933-	null	null	null	A much-married man : a novel / Robert Sward	Ekstasis Editions Canada Ltd. ; MMMan, c1996	1996	bcc	['9780921215998', '0921215991']	['35780483']	['96207359']
6286	uc1.32106011553267	1258	Simmerman, Jim	Simmerman, Jim 1952-	null	null	null	Moon go away, I don't love you no more : poems / by Jim Simmerman	Miami University Press, c1994	1994	ohu	['1881163091', '1881163083']	['30110516']	['94014637']
6287	mdp.39076001633952	1241	Olsen, Lance	Olsen, Lance 1956-	null	null	null	Lolita : a Janus text / Lance Olsen	Twayne Publishers ; Maxwell Macmillan Canada ; Maxwell Macmillan International, 1995	1995	nyu	['0805785930', '0805783555']	['31206194']	['94024562']
6288	uc1.32106010481395	3194	Stern, Richard G.	Stern, Richard G. 1928-	null	null	null	One person and another : on writers and writing / Richard Stern.	Baskerville Publishers, Inc., 1993.	1993	txu	['1880909065']	['28995904']	['93070997']
6289	uc1.32106002167770	3855	Dubus, Andre	Dubus, Andre 1936-1999	null	null	null	The lieutenant.	Dial Press, [c1967.]	1967		[]	['1360306']	['67018092']
6290	uc1.32106001648879	3083	Engle, Paul	Engle, Paul 1908-1991	null	null	null	On creative writing.	Dutton 1964.	1964		[]	['327006']	['64011087']
6291	uc1.32106007021519	3684	Dew, Robb Forman	Dew, Robb Forman.	null	null	null	The time of her life / by Robb Forman Dew.	W. Morrow, 1984.	1984	nyu	['0688039189']	['10558319']	['84004665']
6292	uc1.32106014252529	459	Kittredge, William	Kittredge, William.	Carver, Raymond 1938-1988	null	null	We are not in this together : stories / by William Kittredge ; edited & with a foreword by Raymond Carver.	Graywolf Press, 1984	1984	wau	['0915308444']	['11469747']	['83082866']
6293	uc1.32106014759093	87	Smiley, Jane	Smiley, Jane.	null	null	null	Duplicate keys / Jane Smiley.	Knopf, 1984.	1984	nyu	['0394530659']	['10019954']	['83047852']
6294	uc1.32106018321536	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	The children of the sun / Oakley Hall.	Atheneum, 1983.	1983	nyu	['068911348X :']	['9217815']	['82073039']
6295	uc1.32106009047520	776	Hansen, Ron	Hansen, Ron 1947-	null	null	null	The assassination of Jesse James by the coward, Robert Ford / Ron Hansen.	Knopf : Distributed by Random House, 1983.	1983	nyu	['0394516478 :']	['9646402']	['83047851']
6296	uc1.32106006661380	287	Dobyns, Stephen	Dobyns, Stephen 1941-	null	null	null	Dancer with one leg / Stephen Dobyns.	Dutton, c1983.	1983	nyu	['0525241698 :']	['8709311']	['82014622']
6297	uc1.32106010042122	3087	Glück, Louise	GluÌˆck, Louise 1943-	null	null	null	Firstborn : Poems / by Louise GluÌˆck.	Ecco Press, 1983.	1983	nyu	['0912946938']	['7652797']	['81005454']
6298	uc1.32106006619404	3198	Hannah, Barry	Hannah, Barry.	null	null	null	The tennis handsome / Barry Hannah.	Knopf, 1983.	1983	nyu	['039452876X']	['9045133']	['82048725']
6299	uc1.32106005139818	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	Worlds : a novel of the near future / Joe Haldeman.	Viking Press, 1981.	1981	nyu	['0670789844']	['6603023']	['80051774']
6300	uc1.32106014427972	3198	Hannah, Barry	Hannah, Barry.	null	null	null	Airships : stories / by Barry Hannah.	Knopf, 1978.	1978	nyu	['9780394500218', '0394500210']	['3432936']	['77090938']
6301	uc1.32106015588442	3459	Godwin, Gail	Godwin, Gail.	null	null	null	Violet Clay / by Gail Godwin.	Knopf : distributed by Random House, 1978.	1978	nyu	['9780394499123', '0394499123 :']	['3240036']	['77012890']
6302	uc1.32106002188891	3206	Stern, Gerald	Stern, Gerald 1925-	null	null	null	Lucky life : poems / by Gerald Stern.	Houghton Mifflin, 1977.	1977	mau	['9780395258095 (pbk.)', '039525809X (pbk.) :', '9780395257753', '0395257751 :']	['3002855']	['77008541']
6303	uc1.32106002164298	3683	Carver, Raymond	Carver, Raymond 1938-1988	null	null	null	At night the salmon move : poems / by Raymond Carver ; illustrated by Marcia/maris.	Capra Press, 1976.	1976	cau	['0884960587 : 0884960579']	['1991173']	['75045016']
6304	uc1.32106018321742	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	The Adelita / Oakley Hall.	Doubleday, 1975.	1975	nyu	['9780385097314', '038509731X :']	['1527250']	['74009452']
6305	uc1.32106002172705	3198	Hannah, Barry	Hannah, Barry.	null	null	null	Nightwatchmen.	Viking Press [1973]	1973	nyu	['9780670512232', '0670512230']	['730667']	['73002038']
6306	uc1.32106010050521	3096	Swensen, Cole	Swensen, Cole 1955-	null	null	null	Between the Atlantic and L'Atlantique : a theoretical study of contemporary experimental French and American poetry / by Cole Swensen.	c1994.	1994	xx	[]	['30641549']	[]
6307	uc1.32106012128671	538	Notley, Alice	Notley, Alice 1945-	null	null	null	Selected poems of Alice Notley.	Talisman House, c1993.	1993	nju	['1883689015 (lib. bdg.) :', '1883689031 (lib. bdg. : acid-free paper) :', '1883689023 (pbk. : acid-free paper) :']	['28633448']	['93030099']
6308	uc1.32106010155304	3096	Swensen, Cole	Swensen, Cole 1955-	null	null	null	Park / Cole Swensen.	Floating Island Publications, c1991.	1991	cau	['0912449403']	['25331505']	[]
6309	uc1.32106016604453	2023	Offutt, Chris	Offutt, Chris 1958-	null	null	null	Kentucky straight / Chris Offutt.	Vintage Books, 1992.	1992	nyu	['067973886X :']	['25283566']	['91058062']
6310	uc1.32106009647071	4368	Wideman, John Edgar	Wideman, John Edgar.	null	null	null	Fever : twelve stories / John Edgar Wideman.	Penguin Books, 1990, c1989.	1990	nyu	['9780140143478', '0140143475 :']	['21228850']	['90-7015']
6311	uc1.32106009081545	538	Notley, Alice	Notley, Alice 1945-	null	null	null	Homer's art / by Alice Notley.	Published for the Institute of Further Studies by Glover Pub., c1990.	1990	nyu	['0933237901']	['22293058']	[]
6312	uc1.32106008442235	3641	Hoagland, Edward	Hoagland, Edward.	null	null	null	Heart's desire : the best of Edward Hoagland : essays from twenty years.	Summit Books, c1988.	1988	nyu	['067164985X']	['17983196']	['88015578']
6313	uc1.32106010087085	3391	Sward, Robert	Sward, Robert 1933-	null	null	null	Half a life's history / Robert Sward.	Aya Press, 1983.	1983	onc	['0920544347 (pbk.) :']	['10949283']	['83234140']
6314	uc1.32106008324896	1000	Galvin, James	Galvin, James.	null	null	null	Elements : poems / by James Galvin.	Copper Canyon Press, c1988.	1988	wau	['9781556590139 (pbk.)', '155659013X (pbk.) :']	['18062199']	['87072649']
6315	uc1.32106008072412	538	Notley, Alice	Notley, Alice 1945-	Schneeman, George.	null	null	At night the states / Alice Notley.	Yellow Press, c1987.	1987	ilu	[]	['18043839']	['87051506']
6316	uc1.32106007969527	3391	Sward, Robert	Sward, Robert 1933-	null	null	null	The Jurassic shales : a novel / Robert Sward.	Coach House Press, 1975.	1975	onc	[]	['2120102']	['76356251']
6317	uc1.32106007942862	538	Notley, Alice	Notley, Alice 1945-	null	null	null	Tell me again / by Alice Notley.	Am Here Books/Immediate Editions, 1982.	1982	cau	[]	['8731865']	[]
6318	uc1.32106007898379	538	Notley, Alice	Notley, Alice 1945-	null	null	null	Phoebe light : [poems] / Alice Notley ; cover by Alex Katz.	Big Sky Books, c1973.	1973	cau	[]	['4466502']	['78314324']
6319	uc1.32106007898361	538	Notley, Alice	Notley, Alice 1945-	null	null	null	When I was alive / Alice Notley.	Vehicle Editions, c1980.	1980	nyu	['0931428122 (pbk.)']	['6862529']	['80126262']
6320	uc1.32106007919712	3086	Justice, Donald Rodney	Justice, Donald Rodney 1925-2004	null	null	null	The sunset maker : poems, stories, a memoir / Donald Justice.	Atheneum, 1987.	1987	nyu	['0689119046 (pbk.)', '0689119038 :']	['15725509']	['86047919']
6321	uc1.32106007896605	786	Johnson, Denis	Johnson, Denis 1949-	null	null	null	Inner weather / Denis Johnson.	Graywolf Press, c1976.	1976	wau	[]	['2597482']	['76150277']
6322	uc1.32106007853630	3672	Hejinian, Lyn	Hejinian, Lyn.	null	null	null	Writing is an aid to memory / Lyn Hejinian.	The Figures ; Distributed by Small Press Distribution, c1978.	1978	cau	[]	['5161595']	[]
6323	uc1.32106011015176	3672	Hejinian, Lyn	Hejinian, Lyn.	null	null	null	My Life/ Lyn Hejinian.	Burning Deck, 1980.	1980	riu	['0930900804 (pbk.)', '0930900790']	['7426550']	[]
6324	uc1.32106007831586	3198	Hannah, Barry	Hannah, Barry.	null	null	null	Hey Jack! / Barry Hannah.	Dutton, c1987.	1987	nyu	['0525245588']	['15317591']	['87005426']
6325	uc1.32106014252578	459	Kittredge, William	Kittredge, William.	null	null	null	Owning it all : essays / by William Kittredge.	Graywolf Press, 1987.	1987	mnu	['0915308967 :']	['16116110']	['87080011']
6326	uc1.32106014554049	1074	Graham, Jorie	Graham, Jorie 1951-	null	null	null	The end of beauty / Jorie Graham.	Ecco Press, c1987.	1987	nyu	['0880011297 :', '0880011300']	['14378607']	['86024204']
6327	uc1.32106005526352	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	The coming of the kid : a novel / by Oakley Hall.	Harper & Row, c1985.	1985	nyu	['0060154659 :']	['12133822']	['85042568']
6328	uc1.32106015101980	3198	Hannah, Barry	Hannah, Barry.	null	null	null	Two stories / by Barry Hannah.	Nouveau Press for the Mississippi Civil Liberties Union, 1982.	1982	msu	[]	['13330387']	['86105786']
6329	pst.000044398101	4397	Levis, Larry	Levis, Larry.	null	null	null	The dollmaker's ghost / Larry Levis.	Carnegie Mellon University Press, 1992, c1981.	1981	xxu	['0887482821 (pbk.)']	['39876630']	[]
6330	pst.000043106554	2023	Offutt, Chris	Offutt, Chris 1958-	null	null	null	The same river twice : a memoir / Chris Offutt.	Penguin Books, 1994.	1994	xxu	['0140232532 (pbk.) :']	['30120794']	[]
6331	pst.000030856820	3660	Cheever, John	Cheever, John.	null	null	null	The housebreaker of Shady Hill, and other stories.	Macfadden-Bartell, [1969, c1958].	1958	xx	[]	['316839431']	[]
6332	pst.000049058130	3643	Busch, Frederick	Busch, Frederick 1941-2006	null	null	null	A dangerous profession : a book about the writing life / Frederick Busch.	Broadway Books, c1998.	1998	nyu	['0767903986']	['226052547']	['99038392']
6333	pst.000053742230	4328	O'Connor, Flannery	O'Connor, Flannery.	null	null	null	Wise blood.	Noonday Press, [1970, c1962].	1962	xx	[]	['316851670']	[]
6334	pst.000046974709	3459	Godwin, Gail	Godwin, Gail.	null	null	null	Glass people / Gail Godwin.	Penguin Books, 1986.	1986	nyu	['0140082220 (pbk.)']	['12189496']	['85011994']
6335	uc1.32106006843350	786	Johnson, Denis	Johnson, Denis 1949-	null	null	null	Fiskadoro / Denis Johnson.	Knopf, 1985.	1985	nyu	['0394538390']	['11533255']	['84048825']
6336	uc1.32106006970260	3206	Stern, Gerald	Stern, Gerald 1925-	null	null	null	Rejoicings : poems, 1966-1972 / by Gerald Stern.	Metro Book Co., 1984, c1973.	1984	cau	['0915371014 (pbk.)', '0915371006 :']	['10810275']	['83063291']
6337	uc1.32106006989518	87	Tallent, Elizabeth	Tallent, Elizabeth 1954-	null	null	null	Museum pieces / Elizabeth Tallent.	Knopf, 1985.	1985	nyu	['0394539281']	['11186931']	['84048497']
6338	mdp.49015003326817	3683	Carver, Raymond	Carver, Raymond 1938-1988	Carver, Raymond. 1938-1988	Carver, Raymond. 1938-1988	Carver, Raymond. 1938-1988	Collected stories / Raymond Carver ; [William L. Stull and Maureen P. Carroll, editors].	Library of America, 2009.	2009	nyu	['1598530461', '9781598530469']	['311777142']	[]
6339	mdp.39015080897195	2808	Catton, Eleanor	Catton, Eleanor 1985-	null	null	null	The rehearsal / by Eleanor Catton.	Granta, 2009.	2009	enk	['1847081169 (pbk.),9781847081162 (pbk.)']	['319211192']	[]
6340	mdp.39015080872735	2173	Rohrer, Matthew	Rohrer, Matthew.	null	null	null	A plate of chicken / Matthew Rohrer.	Ugly Duckling Presse, 2009.	2009	nyu	['1933254556,9781933254555']	['334967221']	[]
6341	uc1.b3885631	3672	Hejinian, Lyn	Hejinian, Lyn.	null	null	null	Redo / Lyn Hejinian.	Salt-Works Press, c1984.	1984	msu	[]	['11648962']	[]
6342	uc1.b3860564	76	Dickey, William	Dickey, William.	null	null	null	Brief lives / William Dickey.	Heyeck Press, c1985.	1985	cau	['0940592193 (pbk.)']	['12620777']	['84081726']
6343	uc1.b3849466	4359	Lux, Thomas	Lux, Thomas 1946-	null	null	null	A boat in the forest / Thomas Lux.	Adastra Press, c1992.	1992	mau	['0938566563 (pbk.):', '0938566555']	['27103806']	[]
6344	uc1.b3688226	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	The pleasure garden / [by] Oakley Hall	Viking Press [c1966]	1966	nyu	[]	['1345303']	['66021803']
6345	mdp.39015078786442	3373	Dana, Robert	Dana, Robert 1929-2010	null	null	null	The other / Robert Dana.	Anhinga Press, 2008.	2008	flu	['1934695076 (paper),9781934695074 (paper),1934695084 (cloth),9781934695081 (cloth)']	['301666013']	['2008931768']
6346	uc1.b3576496	4367	Shapiro, Karl Jay	Shapiro, Karl Jay 1913-2000	Welch, Marie de L. asn	null	null	V-letter, and other poems.	Reynal & Hitchcock [1944]	1944	nyu	[]	['419330']	['44006977']
6347	uc1.b3492009	3119	Hollo, Anselm	Hollo, Anselm.	null	null	null	The man in the treetop hat; illustrations by Barry Hall.	Turret, 1968.	1968	enk	[]	['466182']	['68135105']
6348	uc1.b3489980	17	Hall, Oakley M.	Hall, Oakley M.	null	null	null	Lullaby / Oakley Hall.	Atheneum, 1982.	1982	nyu	['0689112106 :']	['7739362']	['81066038']
6349	uc1.b3486494	3119	Hollo, Anselm	Hollo, Anselm.	null	null	null	Some worlds / Anselm Hollo.	Elizabeth Press [1974]	1974	nyu	[]	['3207171']	['74173641']
6350	uc1.b3470521	3373	Dana, Robert	Dana, Robert 1929-	null	null	null	The power of the visible [by] Robert Dana.	Swallow Press [c1971]	1971	ilu	['08040055516']	['304037']	['79171877']
6351	uc1.b3466093	4345	Will, Frederic	Will, Frederic.	null	null	null	Brandy in the snow; poems, 1966-1970.	New Rivers Press; [distributed by Serendipity Books, Berkeley, Calif.] 1972.	1972	nyu	['0912284293 0912284307 (pbk)']	['500597']	['72079079']
6352	uc1.b3465306	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	Three stories / R.V. Cassill.	Hermes House Press, 1982.	1982	cau	['0960500812 (pbk.) :']	['9154814']	['82082012']
6353	uc1.b3462621	3450	Cooley, Peter	Cooley, Peter 1940-	null	null	null	Nightseasons / Peter Cooley.	Carnegie-Mellon University Press ; Feffer and Simons, 1983.	1983	pau	['0915604825 (hard)', '0915604833 (pbk.)']	['10076674']	['82074302']
6354	uc1.b3462616	1199	Cunningham, Michael	Cunningham, Michael 1952-	null	null	null	Golden states / Michael Cunningham.	Crown Publishers, c1984.	1984	nyu	['0517552795']	['10230833']	['83025248']
6355	uc1.b3462614	3373	Dana, Robert	Dana, Robert 1929-	null	null	null	In a fugitive season : a sequence of poems / Robert Dana.	Swallow Press ; Ohio University Press, 1980.	1980	ilu	['0804008051 (pbk.)', '0804008043 :']	['6411163']	['80007783']
6356	uc1.b3462569	65	Coulette, Henri	Coulette, Henri 1927-1988	null	null	null	The family Goldschmitt; poems.	Scribner [1971]	1971	nyu	['0684124823']	['161749']	['70158882']
