htid	title_id	title	author	year	first_week	debut_rank	best_rank
inu.30000035415862	3507	PEYTON PLACE	Grace Metalious	1956	1956-09-30	13	1
mdp.39015062083145	3507	PEYTON PLACE	Grace Metalious	1956	1956-09-30	13	1
uc1.b4091394	3507	PEYTON PLACE	Grace Metalious	1956	1956-09-30	13	1
pst.000049935752	3507	PEYTON PLACE	Grace Metalious	1956	1956-09-30	13	1
mdp.39015047445880	3507	PEYTON PLACE	Grace Metalious	1956	1956-09-30	13	1
pst.000057230979	3507	PEYTON PLACE	Grace Metalious	1956	1956-09-30	13	1
mdp.39015082680227	3511	PHANTOM PREY	John Sandford	2008	2008-05-25	2	3
mdp.39015005001063	3516	PIED PIPER	Nevil Shute	1942	1942-01-19	6	3
mdp.39015029109074	3518	PIGS IN HEAVEN	Barbara Kingsolver	1993	1993-06-27	12	6
mdp.39015003942086	3519	PILGRIM'S INN	Elizabeth Goudge	1948	1948-04-25	4	1
uc1.$b104375	3522	PIONEER, GO HOME!	Richard Powell	1959	1959-03-15	16	11
mdp.39015062563997	3526	PIRATE	Ted Bell	2005	2005-09-04	1	15
mdp.39015050484321	3531	PLAIN JANE	Fern Michaels	2001	2001-03-25	6	10
mdp.39015048774098	3532	PLAINSONG	Kent Haruf	1999	1999-12-05	2	13
mdp.39015070773117	3535	PLAY DIRTY	Sandra Brown	2007	2007-09-02	3	2
mdp.39015070756609	3537	PLAYING FOR PIZZA	John Grisham	2007	2007-10-14	3	1
mdp.39015032592092	3538	PLAYING FOR THE ASHES	Elizabeth George	1994	1994-07-31	12	11
mdp.39015073865340	3545	PLUM LUCKY	Janet Evanovich	2008	2008-01-27	4	1
uc1.b3710898	3548	POINT OF NO RETURN	John P. Marquand	1949	1949-03-20	3	1
mdp.39015047111656	3549	POINT OF ORIGIN	Patricia Cornwell	1998	1998-07-26	4	1
mdp.39015053525567	3552	POLAR STAR	Martin Cruz Smith	1989	1989-07-09	4	1
mdp.39015046335488	3553	POLGARA THE SORCERESS	David and Leigh Eddings	1997	1997-11-02	11	11
mdp.39015037456236	3555	POLITICALLY CORRECT BEDTIME STORIES	James Finn Garner	1994	1994-06-26	10	1
inu.30000041166855	3555	POLITICALLY CORRECT BEDTIME STORIES	James Finn Garner	1994	1994-06-26	10	1
mdp.39015035016099	3556	POLITICALLY CORRECT HOLIDAY STORIES	James Finn Garner	1995	1995-10-22	8	4
uc1.b3862768	3557	POMP AND CIRCUMSTANCE	Noel Coward	1960	1960-12-04	16	7
mdp.39015005672327	3557	POMP AND CIRCUMSTANCE	Noel Coward	1960	1960-12-04	16	7
mdp.39015060035667	3558	POMPEII	Robert Harris	2003	2003-12-07	5	10
uc1.b3727814	3562	POOR NO MORE	Robert Ruark	1959	1959-11-15	12	3
mdp.39015004712967	3566	PORTNOY'S COMPLAINT	Philip Roth	1969	1969-02-23	6	1
mdp.39015006592839	3566	PORTNOY'S COMPLAINT	Philip Roth	1969	1969-02-23	6	1
mdp.39015054403160	3566	PORTNOY'S COMPLAINT	Philip Roth	1969	1969-02-23	6	1
uc1.b3710949	3567	PORTRAIT IN BROWNSTONE	Louis Auchincloss	1962	1962-07-29	16	7
pst.000028368526	3567	PORTRAIT IN BROWNSTONE	Louis Auchincloss	1962	1962-07-29	16	7
mdp.39015031213930	3569	PORTRAIT OF A MARRIAGE	Pearl S. Buck	1945	1945-12-30	11	11
inu.32000002753467	3569	PORTRAIT OF A MARRIAGE	Pearl S. Buck	1945	1945-12-30	11	11
uc1.b3711206	3571	PORTRAIT OF JENNIE	Robert Nathan	1940	1940-01-15	6	3
mdp.49015001010546	3571	PORTRAIT OF JENNIE	Robert Nathan	1940	1940-01-15	6	3
pst.000032762600	3571	PORTRAIT OF JENNIE	Robert Nathan	1940	1940-01-15	6	3
pst.000027671849	3571	PORTRAIT OF JENNIE	Robert Nathan	1940	1940-01-15	6	3
mdp.39015049500856	3574	POSSESSING THE SECRET OF JOY	Alice Walker	1992	1992-06-21	9	4
mdp.39015025166359	3574	POSSESSING THE SECRET OF JOY	Alice Walker	1992	1992-06-21	9	4
mdp.39015076179608	3574	POSSESSING THE SECRET OF JOY	Alice Walker	1992	1992-06-21	9	4
mdp.39015066051494	3575	POSSESSION	A. S. Byatt	1990	1990-12-23	13	7
mdp.39015055116134	3575	POSSESSION	A. S. Byatt	1990	1990-12-23	13	7
uc1.32106015791764	3578	POSTCARDS FROM THE EDGE	Carrie Fisher	1987	1987-09-20	6	13
mdp.39015050734741	3581	POTSHOT	Robert B. Parker	2001	2001-04-08	1	7
mdp.39015002603234	3587	POWERS OF ATTORNEY	Louis Auchincloss	1963	1963-09-22	7	10
uc1.b4097902	3587	POWERS OF ATTORNEY	Louis Auchincloss	1963	1963-09-22	7	10
mdp.39015008464946	3587	POWERS OF ATTORNEY	Louis Auchincloss	1963	1963-09-22	7	10
uc1.$b243514	3588	PRAIRIE AVENUE	Arthur Meeker	1949	1949-05-15	6	6
mdp.39015030706629	3588	PRAIRIE AVENUE	Arthur Meeker	1949	1949-05-15	6	6
uc1.b3711118	3588	PRAIRIE AVENUE	Arthur Meeker	1949	1949-05-15	6	6
mdp.39015008587175	3589	PRAY FOR A BRAVE HEART	Helen MacInnes	1955	1955-01-30	14	7
mdp.39015062627115	3593	PREDATOR	Patricia Cornwell	2005	2005-11-13	2	1
mdp.39015027248882	3594	PRELUDE TO FOUNDATION	Isaac Asimov	1988	1988-05-22	12	10
mdp.39015013390722	3594	PRELUDE TO FOUNDATION	Isaac Asimov	1988	1988-05-22	12	10
mdp.49015002815232	3594	PRELUDE TO FOUNDATION	Isaac Asimov	1988	1988-05-22	12	10
mdp.39015008914940	3597	PRESERVE AND PROTECT	Allen Drury	1968	1968-09-29	16	2
uc1.b3435135	3597	PRESERVE AND PROTECT	Allen Drury	1968	1968-09-29	16	2
mdp.39015030711868	3598	PRESIDENTIAL AGENT	Upton Sinclair	1944	1944-07-02	5	3
mdp.39015048900867	3599	PRESIDENTIAL MISSION	Upton Sinclair	1947	1947-06-08	1	7
mdp.39015040993191	3602	PRETEND YOU DON'T SEE HER	Mary Higgins Clark	1997	1997-04-27	11	1
mdp.39015066062830	3604	PRETTY WOMAN	Fern Michaels	2005	2005-04-24	3	15
uc1.b3295189	3607	PRIDE'S CASTLE	Frank Yerby	1949	1949-05-22	6	3
mdp.39015066059711	3607	PRIDE'S CASTLE	Frank Yerby	1949	1949-05-22	6	3
uc1.b4462504	3612	PRINCE BART	Jay Richard Kennedy	1953	1953-03-29	8	4
uc1.$b104507	3616	PRINCE OF EGYPT	Dorothy Clarke Wilson	1949	1949-12-11	6	12
mdp.39015046449768	3621	PRINCESS DAISY	Judith Krantz	1980	1980-02-03	8	1
mdp.39015064688776	3622	PRIOR BAD ACTS	Tami Hoag	2006	2006-04-09	16	2
mdp.39015028734765	3623	PRISONER OF GRACE	Joyce Cary	1952	1952-11-02	11	9
uc1.b4097786	3623	PRISONER OF GRACE	Joyce Cary	1952	1952-11-02	11	9
uc1.b4097784	3623	PRISONER OF GRACE	Joyce Cary	1952	1952-11-02	11	9
mdp.39015000588239	3623	PRISONER OF GRACE	Joyce Cary	1952	1952-11-02	11	9
inu.39000004690165	3623	PRISONER OF GRACE	Joyce Cary	1952	1952-11-02	11	9
mdp.39015025291934	3627	PRIVATE ENTERPRISE	Angela Mackail Thirkell	1948	1948-02-22	1	12
inu.32000000647083	3627	PRIVATE ENTERPRISE	Angela Mackail Thirkell	1948	1948-02-22	1	12
uc1.$b56986	3639	PROMENADE	G. B. Lancaster	1938	1938-05-23	4	4
mdp.39015037802132	3643	PROMISES	Belva Plain	1996	1996-07-14	12	14
mdp.39015013938082	3645	PROOF	Dick Francis	1985	1985-03-24	4	5
mdp.39015054096428	3651	PROTECT AND DEFEND	Richard North Patterson	2001	2001-01-14	1	9
mdp.39015073656657	3652	PROTECT AND DEFEND	Vince Flynn	2007	2007-11-18	2	1
mdp.39015002157488	3653	PROTEUS	Morris West	1979	1979-02-25	7	8
mdp.39015014551041	3654	PROUD DESTINY	Lion Feuchtwanger	1947	1947-10-05	4	3
mdp.39015065896089	3654	PROUD DESTINY	Lion Feuchtwanger	1947	1947-10-05	4	3
uc1.$b98403	3655	PROUD NEW FLAGS	F. Van Wyck Mason	1951	1951-05-06	7	3
mdp.39015016414842	3655	PROUD NEW FLAGS	F. Van Wyck Mason	1951	1951-05-06	7	3
uc1.b3435485	3660	PUPPET ON A CHAIN	Alistair MacLean	1969	1969-12-14	11	5
mdp.39015002658816	3660	PUPPET ON A CHAIN	Alistair MacLean	1969	1969-12-14	11	5
mdp.39015000514003	3661	PURELY ACADEMIC	Stringfellow Barr	1958	1958-02-09	12	11
mdp.39015008380498	3661	PURELY ACADEMIC	Stringfellow Barr	1958	1958-02-09	12	11
uc1.b4097434	3661	PURELY ACADEMIC	Stringfellow Barr	1958	1958-02-09	12	11
uc1.b4411008	3661	PURELY ACADEMIC	Stringfellow Barr	1958	1958-02-09	12	11
mdp.39015050142093	3663	PURPLE CANE ROAD	James Lee Burke	2000	2000-08-20	1	6
mdp.39015000646805	3667	PYLON	William Faulkner	1935	1935-04-01	6	4
uc1.32106006143595	3667	PYLON	William Faulkner	1935	1935-04-01	6	4
mdp.39015005040806	3667	PYLON	William Faulkner	1935	1935-04-01	6	4
uc1.b4975764	3668	Q CLEARANCE	Peter Benchley	1986	1986-07-27	15	15
mdp.39015055861465	3669	Q IS FOR QUARRY	Sue Grafton	2002	2002-11-03	12	1
mdp.39015052548164	3670	Q-SQUARED	Peter David	1994	1994-06-26	9	9
uc1.$b104439	3683	QUIETLY MY CAPTAIN WAITS	Evelyn Eaton	1940	1940-06-24	4	4
mdp.39015063916731	3683	QUIETLY MY CAPTAIN WAITS	Evelyn Eaton	1940	1940-06-24	4	4
mdp.39015013254423	3685	QUINN'S BOOK	William Kennedy	1988	1988-06-19	14	13
uc1.b4975933	3685	QUINN'S BOOK	William Kennedy	1988	1988-06-19	14	13
mdp.49015000415522	3685	QUINN'S BOOK	William Kennedy	1988	1988-06-19	14	13
mdp.39015047067262	3686	QUITE A YEAR FOR PLUMS	Bailey White	1998	1998-07-19	1	14
pst.000023067882	3687	RABBIT AT REST	John Updike	1990	1990-10-14	7	8
mdp.39015046447077	3687	RABBIT AT REST	John Updike	1990	1990-10-14	7	8
uc1.32106009369858	3688	RABBIT IS RICH	John Updike	1981	1981-10-25	10	4
mdp.39015007014759	3688	RABBIT IS RICH	John Updike	1981	1981-10-25	10	4
uc1.32106009338523	3689	RABBIT REDUX	John Updike	1971	1971-12-05	10	4
mdp.39076001770390	3689	RABBIT REDUX	John Updike	1971	1971-12-05	10	4
uc1.$b106316	3691	RACHEL CADE	Charles E. Mercer	1956	1956-10-28	14	13
mdp.39015030707445	3691	RACHEL CADE	Charles E. Mercer	1956	1956-10-28	14	13
mdp.39015060893644	3694	RAGE	Jonathan Kellerman	2005	2005-06-12	11	7
mdp.39015041008064	3695	RAGE OF A DEMON KING	Raymond E. Feist	1997	1997-04-13	8	15
mdp.39015062115814	3699	RAGTIME	E. L. Doctorow	1975	1975-08-03	8	1
uc1.32106015358481	3699	RAGTIME	E. L. Doctorow	1975	1975-08-03	8	1
mdp.39015064984092	3699	RAGTIME	E. L. Doctorow	1975	1975-08-03	8	1
uc1.b3727985	3701	RAIN IN THE DOORWAY	Thorne Smith	1933	1933-04-24	1	1
uc1.$b105755	3703	RAIN ON THE WIND	Walter Macken	1951	1951-05-27	13	12
pst.000005423446	3703	RAIN ON THE WIND	Walter Macken	1951	1951-05-27	13	12
inu.30000042699938	3703	RAIN ON THE WIND	Walter Macken	1951	1951-05-27	13	12
uc1.$b104185	3706	RAINBOW ON THE ROAD	Esther Forbes	1954	1954-02-21	13	6
uc1.b3687693	3706	RAINBOW ON THE ROAD	Esther Forbes	1954	1954-02-21	13	6
mdp.39015003675488	3706	RAINBOW ON THE ROAD	Esther Forbes	1954	1954-02-21	13	6
mdp.39015003675512	3706	RAINBOW ON THE ROAD	Esther Forbes	1954	1954-02-21	13	6
mdp.39015057947536	3707	RAINBOW SIX	Tom Clancy	1998	1998-08-23	4	1
mdp.39015005595247	3709	RAINTREE COUNTY	Ross Lockridge	1948	1948-01-25	1	1
uc1.b3209735	3709	RAINTREE COUNTY	Ross Lockridge	1948	1948-01-25	1	1
uc1.b3687507	3709	RAINTREE COUNTY	Ross Lockridge	1948	1948-01-25	1	1
pst.000022671783	3709	RAINTREE COUNTY	Ross Lockridge	1948	1948-01-25	1	1
mdp.39015048888963	3709	RAINTREE COUNTY	Ross Lockridge	1948	1948-01-25	1	1
mdp.39015046344514	3711	RAISE THE TITANIC!	Clive Cussler	1976	1976-12-05	10	2
inu.32000009149842	3715	RANDOM HARVEST	James Hilton	1941	1941-02-03	3	1
mdp.39015010541962	3715	RANDOM HARVEST	James Hilton	1941	1941-02-03	3	1
mdp.39015058209779	3717	RANSOM	Danielle Steel	2004	2004-03-14	10	4
mdp.39015047866317	3723	RAVELSTEIN	Saul Bellow	2000	2000-05-14	14	10
pst.000048593588	3723	RAVELSTEIN	Saul Bellow	2000	2000-05-14	14	10
mdp.39015061751247	3728	RECKLESS ABANDON	Stuart Woods	2004	2004-05-02	12	5
uc1.$b105753	3737	RED PLUSH	Guy McCrone	1947	1947-12-28	7	6
mdp.39015030760733	3737	RED PLUSH	Guy McCrone	1947	1947-12-28	7	6
mdp.39015066057756	3738	RED RABBIT	Tom Clancy	2002	2002-08-25	11	1
uc1.b3467275	3739	RED SKY AT MORNING	Richard Bradford	1968	1968-06-30	1	5
mdp.39015005790129	3739	RED SKY AT MORNING	Richard Bradford	1968	1968-06-30	1	5
mdp.39015001515892	3739	RED SKY AT MORNING	Richard Bradford	1968	1968-06-30	1	5
mdp.39015056498135	3739	RED SKY AT MORNING	Richard Bradford	1968	1968-06-30	1	5
mdp.39015029202002	3740	RED SQUARE	Martin Cruz Smith	1992	1992-11-22	8	11
mdp.39015002714478	3750	REFLEX	Dick Francis	1981	1981-04-12	9	5
uc1.b3727839	3755	REMBRANDT	Gladys Schmitt	1961	1961-07-23	10	8
mdp.39015002753963	3755	REMBRANDT	Gladys Schmitt	1961	1961-07-23	10	8
uc1.b4084793	3755	REMBRANDT	Gladys Schmitt	1961	1961-07-23	10	8
uc1.b4447330	3758	REMEMBER ME TO GOD	Myron S. Kaufmann	1957	1957-09-29	13	6
mdp.39015024644125	3758	REMEMBER ME TO GOD	Myron S. Kaufmann	1957	1957-09-29	13	6
uc1.b3710795	3758	REMEMBER ME TO GOD	Myron S. Kaufmann	1957	1957-09-29	13	6
mdp.39015038607597	3761	REMEMBER WHEN	Judith McNaught	1996	1996-12-01	10	10
uc1.b4088962	3764	REMEMBRANCE ROCK	Carl Sandburg	1948	1948-10-24	5	3
mdp.39015002758483	3764	REMEMBRANCE ROCK	Carl Sandburg	1948	1948-10-24	5	3
mdp.39015048901972	3767	REPENT IN HASTE	John P. Marquand	1945	1945-12-02	13	13
mdp.39015025125710	3767	REPENT IN HASTE	John P. Marquand	1945	1945-12-02	13	13
uc1.b3711293	3767	REPENT IN HASTE	John P. Marquand	1945	1945-12-02	13	13
uc1.b3688153	3769	REPRISAL	Arthur Gordon	1950	1950-09-10	3	13
uc1.$b56709	3769	REPRISAL	Arthur Gordon	1950	1950-09-10	3	13
mdp.39015046349133	3771	REQUIEM FOR A NUN	William Faulkner	1951	1951-10-14	15	10
mdp.39015003343731	3771	REQUIEM FOR A NUN	William Faulkner	1951	1951-10-14	15	10
mdp.39015003343707	3771	REQUIEM FOR A NUN	William Faulkner	1951	1951-10-14	15	10
inu.39000004799461	3771	REQUIEM FOR A NUN	William Faulkner	1951	1951-10-14	15	10
uc1.b4091414	3772	REST AND BE THANKFUL	Helen MacInnes	1949	1949-09-11	3	11
mdp.39015008411004	3772	REST AND BE THANKFUL	Helen MacInnes	1949	1949-09-11	3	11
mdp.39015058097323	3775	RETREAT, HELL	! by W. E. B. Griffin	2004	2004-01-25	9	4
mdp.39015058097323	3776	RETREAT, HELl	! by W. E. B. Griffin	2004	2004-02-01	11	6
uc2.ark+=13960=t4gm8336z	3777	RETRIBUTION	Sherrilyn Kenyon	2011	2011-08-21	12	4
mdp.39015002323866	3780	RETURN TO PARADISE	James A. Michener	1951	1951-05-06	16	3
mdp.39015037819334	3781	RETURN TO PEYTON PLACE	Grace Metalious	1960	1960-01-03	15	13
mdp.39015084102469	3782	RETURN TO SULLIVANS ISLAND	Dorothea Benton Frank	2009	2009-07-19	2	9
uc1.$b106349	3784	REUNION	Merle Miller	1954	1954-11-07	15	11
mdp.39015066058382	3784	REUNION	Merle Miller	1954	1954-11-07	15	11
mdp.39015063914579	3794	RICH MAN POOR MAN	Janet Ayer Fairbank	1936	1936-12-28	7	7
uc1.b3687474	3794	RICH MAN POOR MAN	Janet Ayer Fairbank	1936	1936-12-28	7	7
uc1.$b56551	3794	RICH MAN POOR MAN	Janet Ayer Fairbank	1936	1936-12-28	7	7
mdp.39015007021986	3795	RICH MAN, POOR MAN	Irwin Shaw	1970	1970-10-11	8	3
mdp.39015064760922	3798	RICOCHET	Sandra Brown	2006	2006-09-03	5	2
uc1.$b106140	3800	RIDE THE RED EARTH	Paul Wellman	1958	1958-03-23	14	11
mdp.39015049687455	3804	RILEY IN THE MORNING	Sandra Brown	2001	2001-01-21	10	3
mdp.39015050115784	3807	RIPTIDE	Catherine Coulter	2000	2000-07-30	10	2
mdp.39015064761383	3808	RISE AND SHINE	Anna Quindlen	2006	2006-09-17	5	1
mdp.39015050745234	3809	RISE TO REBELLION	Jeff Shaara	2001	2001-07-22	7	9
mdp.49015001309815	3810	RISING SUN	Michael Crichton	1992	1992-02-16	5	1
inu.30000055893006	3810	RISING SUN	Michael Crichton	1992	1992-02-16	5	1
uc1.$b105824	3814	RIVER OF THE SUN	James Ramsey Ullman	1951	1951-01-21	11	3
mdp.39015014859543	3814	RIVER OF THE SUN	James Ramsey Ullman	1951	1951-01-21	11	3
mdp.39015031236097	3816	RIVER SUPREME	Alice Tisdale Hobart	1934	1934-07-02	4	4
mdp.39015043829053	3817	RIVER'S END	Nora Roberts	1999	1999-03-21	14	2
uc1.$b106175	3819	RIVERS OF GLORY	F. Van Wyck Mason	1943	1943-01-18	5	5
uc1.b3710972	3820	RIVERS PARTING	Shirley Barker	1951	1951-01-21	12	10
mdp.39015005873842	3820	RIVERS PARTING	Shirley Barker	1951	1951-01-21	12	10
mdp.39015080834412	3822	ROAD DOGS	Elmore Leonard	2009	2009-05-31	1	13
uc1.$b243962	3823	ROAD OF AGES	Robert Nathan	1935	1935-02-18	4	4
mdp.39015066844161	3824	ROAD OF THE PATRIARCH	R. A. Salvatore	2006	2006-11-12	2	13
uc1.$b56573	3826	ROANOKE HUNDRED	Inglis Clark Fletcher	1948	1948-11-14	1	8
pst.000030859302	3826	ROANOKE HUNDRED	Inglis Clark Fletcher	1948	1948-11-14	1	8
pst.000029712823	3826	ROANOKE HUNDRED	Inglis Clark Fletcher	1948	1948-11-14	1	8
mdp.39015011245043	3849	ROGER'S VERSION	John Updike	1986	1986-09-21	11	4
pst.000044909000	3849	ROGER'S VERSION	John Updike	1986	1986-09-21	11	4
mdp.39015030846532	3858	ROLL RIVER	James Boyd	1935	1935-05-06	8	5
uc1.$b86060	3858	ROLL RIVER	James Boyd	1935	1935-05-06	8	5
mdp.39015008633334	3860	ROOM AT THE TOP	John Braine	1957	1957-12-08	16	15
uc1.$b87022	3861	ROOSTER CROWS FOR DAY	Ben Burman	1945	1945-10-14	16	16
mdp.39015046410182	3863	ROSE MADDER	Stephen King	1995	1995-07-02	13	2
mdp.39015056848560	3864	ROSEMARY'S BABY	Ira Levin	1967	1967-05-21	14	3
uc1.$b102596	3870	ROUGH WINDS OF MAY	Nancy Hallinan	1955	1955-04-24	16	16
uc1.b4091109	3871	ROUND THE BEND	Nevil Shute	1951	1951-03-25	12	9
mdp.39015005001055	3871	ROUND THE BEND	Nevil Shute	1951	1951-03-25	12	9
uc1.32106002004973	3871	ROUND THE BEND	Nevil Shute	1951	1951-03-25	12	9
uc1.b3929726	3871	ROUND THE BEND	Nevil Shute	1951	1951-03-25	12	9
uc1.$b87319	3873	ROYAL REGIMENT	Gilbert Frankau	1939	1939-01-09	5	4
mdp.39015037476531	3875	RUINS	Kevin J. Anderson	1996	1996-06-09	11	14
uc1.32106016054949	3881	RUM PUNCH	Elmore Leonard	1992	1992-08-23	9	13
mdp.39015066900757	3882	RUN	Ann Patchett	2007	2007-10-14	10	7
mdp.39015016453493	3885	RUN SILENT, RUN DEEP	Edward L. Beach	1955	1955-04-24	8	6
pst.000027643709	3885	RUN SILENT, RUN DEEP	Edward L. Beach	1955	1955-04-24	8	6
mdp.39015059552748	3886	RUNAWAY	Alice Munro	2004	2004-12-05	15	11
mdp.49015002966043	3890	RUSSKA	Edward Rutherfurd	1991	1991-09-15	1	7
mdp.39015013397271	3893	S.	John Updike	1988	1988-03-27	11	10
mdp.39015050128795	3897	SACRED SINS	Nora Roberts	2000	2000-08-06	4	11
mdp.39015064983938	3898	SACRIFICE	Karen Traviss	2007	2007-06-17	4	8
mdp.39015057621289	3900	SAFE HARBOUR	Danielle Steel	2003	2003-11-23	14	5
pst.000058051306	3900	SAFE HARBOUR	Danielle Steel	2003	2003-11-23	14	5
mdp.39015021880326	3904	SAINT MAYBE	Anne Tyler	1991	1991-09-08	8	3
uc1.32106017748812	3910	SAMMY'S HILL	Kristin Gore	2004	2004-09-26	8	13
mdp.39015060122267	3910	SAMMY'S HILL	Kristin Gore	2004	2004-09-26	8	13
mdp.39015064882577	3912	SANDCASTLES	Luanne Rice	2006	2006-07-16	10	9
mdp.39015031301933	3914	SANFELICE	Vincent Sheean	1936	1936-06-22	8	1
uc1.$b105434	3914	SANFELICE	Vincent Sheean	1936	1936-06-22	8	1
pst.000006484408	3915	SANGAREE	Frank G. Slaughter	1948	1948-10-31	3	14
mdp.39015066896633	3916	SANTA CRUISE	Mary Higgins Clark and Carol Higgins Clark	2006	2006-12-03	12	8
mdp.39015003502468	3920	SAPPHIRA AND THE SLAVE GIRL	Willa Cather	1940	1940-12-16	6	3
mdp.39015002725508	3921	SARATOGA TRUNK	Edna Ferber	1941	1941-11-10	3	1
mdp.39015041914071	3921	SARATOGA TRUNK	Edna Ferber	1941	1941-11-10	3	1
uc1.b4097393	3921	SARATOGA TRUNK	Edna Ferber	1941	1941-11-10	3	1
uc1.b3687769	3921	SARATOGA TRUNK	Edna Ferber	1941	1941-11-10	3	1
pst.000056802313	3921	SARATOGA TRUNK	Edna Ferber	1941	1941-11-10	3	1
mdp.39015035324576	3923	SARUM	Edward Rutherfurd	1987	1987-08-23	15	3
mdp.39015062616464	3933	SAVING FISH FROM DROWNING	Amy Tan	2005	2005-11-06	10	8
uc1.32106018127941	3933	SAVING FISH FROM DROWNING	Amy Tan	2005	2005-11-06	10	8
inu.30000102874538	3933	SAVING FISH FROM DROWNING	Amy Tan	2005	2005-11-06	10	8
mdp.39015038547298	3937	SAY YOU LOVE ME	Johanna Lindsey	1996	1996-11-24	10	11
mdp.39015004647072	3939	SAYONARA	James A. Michener	1954	1954-02-14	6	2
pst.000029586769	3939	SAYONARA	James A. Michener	1954	1954-02-14	6	2
uc1.$b57145	3957	SEA LEVEL	Anne Parrish	1934	1934-01-22	5	5
mdp.39015000539596	3957	SEA LEVEL	Anne Parrish	1934	1934-01-22	5	5
mdp.39015061470392	3967	SEAWITCH	Allistair MacLean	1977	1977-09-18	1	15
mdp.39015058795710	3968	SECOND CHANCE	Danielle Steel	2004	2004-07-18	11	4
mdp.39015010699794	3971	SECOND GENERATION	Howard Fast	1978	1978-11-12	6	3
mdp.39015005067304	3972	SECOND HEAVEN	Judith Guest	1982	1982-10-31	9	9
mdp.39015031788212	3974	SECOND NATURE	Alice Hoffman	1994	1994-03-20	10	12
mdp.39015048944790	3977	SECOND WIND	Dick Francis	1999	1999-10-24	9	8
mdp.39015041358162	3980	SECRECY	Belva Plain	1997	1997-06-29	12	12
mdp.39015048828621	3981	SECRET HONOR	W. E. B. Griffin	2000	2000-01-30	12	9
mdp.39015047066199	3982	SECRET PREY	John Sandford	1998	1998-05-31	10	3
mdp.39015063527736	3983	SECRET SERVICE OPERATOR 13	Robert W. Chambers	1934	1934-03-19	8	7
mdp.39015013396265	3985	SECRETS	F. Lee Bailey	1979	1979-02-11	10	13
mdp.39015058207500	3990	SEDUCED BY MOONLIGHT	Laurell K. Hamilton	2004	2004-02-22	9	4
uc1.$b103153	3995	SEIDMAN AND SON	Elick Moll	1958	1958-06-15	13	6
mdp.39015014863305	3995	SEIDMAN AND SON	Elick Moll	1958	1958-06-15	13	6
mdp.39015042816549	3996	SEIZE THE NIGHT	Dean Koontz	1999	1999-01-17	11	2
mdp.39015056309332	3997	SEIZURE	Robin Cook	2003	2003-08-03	14	6
mdp.39015062111516	3998	SELF-DEFENSE	Jonathan Kellerman	1995	1995-01-15	11	4
uc1.b4451024	3999	SEMI-TOUGH	Dan Jenkins	1972	1972-10-15	9	3
mdp.39015056838173	4001	SENSE OF EVIL	Kay Hooper	2003	2003-09-07	14	7
mdp.39015053119122	4002	SEPARATION OF POWER	Vince Flynn	2001	2001-10-21	8	7
mdp.39015005494136	4004	SERENADE	James M. Cain	1937	1937-12-13	7	3
mdp.39015037821371	4008	SERVANT OF THE BONES	Anne Rice	1996	1996-08-18	4	1
mdp.39015055437381	4008	SERVANT OF THE BONES	Anne Rice	1996	1996-08-18	4	1
mdp.39015010204827	4010	SET THIS HOUSE ON FIRE	William Styron	1960	1960-06-26	13	8
mdp.39015046452556	4012	SEVEN GOTHIC TALES	Isak Dinesen	1934	1934-04-23	6	1
mdp.39015034652332	4012	SEVEN GOTHIC TALES	Isak Dinesen	1934	1934-04-23	6	1
uc1.32106010568852	4012	SEVEN GOTHIC TALES	Isak Dinesen	1934	1934-04-23	6	1
wu.89080142607	4012	SEVEN GOTHIC TALES	Isak Dinesen	1934	1934-04-23	6	1
wu.89071070114	4012	SEVEN GOTHIC TALES	Isak Dinesen	1934	1934-04-23	6	1
mdp.39015013426575	4013	SEVEN MEN CAME BACK	Warwick Deeping	1934	1934-05-28	7	7
mdp.39015018944895	4017	SEVENTH HEAVEN	Alice Hoffman	1990	1990-08-26	11	10
pst.000019313726	4017	SEVENTH HEAVEN	Alice Hoffman	1990	1990-08-26	11	10
mdp.39015066877252	4022	SHADOW DANCE	Julie Garwood	2007	2007-01-14	7	5
mdp.39015074235436	4023	SHADOW MUSIC	Julie Garwood	2008	2008-01-13	9	7
uc1.b4095393	4029	SHADOW OF THE MOON	M.M. Kaye	1979	1979-09-30	3	3
mdp.39015037768119	4037	SHADOWS OF THE EMPIRE	Steve Perry	1996	1996-04-21	4	5
mdp.39015030728516	4038	SHADOWS ON THE ROCK	Willa Cather	1931	1931-10-12	4	4
mdp.39015049691200	4038	SHADOWS ON THE ROCK	Willa Cather	1931	1931-10-12	4	4
miua.0433078.0001.001	4038	SHADOWS ON THE ROCK	Willa Cather	1931	1931-10-12	4	4
uc1.32106002095583	4038	SHADOWS ON THE ROCK	Willa Cather	1931	1931-10-12	4	4
mdp.39015062609188	4040	SHALIMAR THE CLOWN	Salman Rushdie	2005	2005-10-02	13	12
uc1.32106018128261	4040	SHALIMAR THE CLOWN	Salman Rushdie	2005	2005-10-02	13	12
uc1.32106007567792	4043	SHAN	Eric Van Lustbader	1987	1987-02-08	5	12
uc1.b3583426	4044	SHANGHAI '37	Vicki Baum	1939	1939-08-28	7	5
mdp.39015008540703	4046	SHANNON'S WAY	A.J. Cronin	1948	1948-08-08	1	1
mdp.39015031230009	4046	SHANNON'S WAY	A.J. Cronin	1948	1948-08-08	1	1
